"Product ID [Non Editable]","Variant ID [Non Editable]","Product Type [Non Editable]","Product Page","Product URL","Title","Description","SKU","Option Name 1","Option Value 1","Option Name 2","Option Value 2","Option Name 3","Option Value 3","Option Name 4","Option Value 4","Option Name 5","Option Value 5","Option Name 6","Option Value 6","Price","Sale Price","On Sale","Stock","Categories","Tags","Weight","Length","Width","Height","Visible","Hosted Image URLs"
"","05d58a23-23fc-41f6-bda7-52e93fad330d","","","","","","CARWKEarly9","Frequency","W1 - 9 wks Early","Type","Arranged","","","","","","","","","300.00","0.00","No","Unlimited","","","","","","","",""
"","1961677c-e8b0-4619-9f57-23e35b083803","","","","","","CARWKMid9","Frequency","W2 - 9 wks Mid","Type","Arranged","","","","","","","","","300.00","0.00","No","Unlimited","","","","","","","",""
"","82633463-d365-4490-96ff-f719438567be","","","","","","CARWKFull","Frequency","W3 - 18 wks Full","Type","Arranged","","","","","","","","","575.00","0.00","No","Unlimited","","","","","","","",""
"","b69c8b92-3054-4deb-b439-ec690bfb9aab","","","","","","CARBiFull","Frequency","B1 - 8 wks","Type","Arranged","","","","","","","","","280.00","0.00","No","Unlimited","","","","","","","",""
"","d3b45b75-e815-4b6b-b140-8557f3507961","","","","","","CARMoFull","Frequency","M1 - 4 wks","Type","Arranged","","","","","","","","","140.00","0.00","No","Unlimited","","","","","","","",""
"5f01ebaf79d2832e0a916f27","97a2d72c-7abd-47a1-b988-3797c1279070","PHYSICAL","workshops","country-feast-set-fwtcm","Brides + Blooms","<p class="""" style=""white-space:pre-wrap;"">Exclusve event for Ohio Barn bridal alumni and brides-to-be to mingle, take a farm tour and make a petite bouquet!  Includes light refreshments.  Limit 10 per workshop.  Sign up for your date <a href=""https://calendly.com/ohiobarn/bridesblooms"" target="""">here</a>.</p>","SQ8456110","","","","","","","","","","","","","55.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","No","https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/5f01ebaf79d2832e0a916f13/5f07ef2c20d98161b7d8814b/1612883956362/Sweet-Olive-Weddings-Ohio-Barn-Bed-Breakfasty-3611.jpg"
"5f01ebaf79d2832e0a916f2c","a8a8f63f-70d6-4947-aebc-4dddca4b4171","PHYSICAL","workshops","farmtour1","Farm Tour + Petite Bouquet (1 hour)","<p class="""" style=""white-space:pre-wrap;"">Schedule a one hour visit to the farm to see it in person and take home a petite bouquet from our inventory!   Bring your friends!</p>","SQ8242040","","","","","","","","","","","","","35.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","Yes","https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/5f01ebaf79d2832e0a916f13/5f22f60c623ef541001800ff/1597109239213/IMG_1823.JPEG https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/5f01ebaf79d2832e0a916f13/5f22f75dab416503f65d9588/1612637085023/IMG_1930.JPEG https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/5f01ebaf79d2832e0a916f13/5f22f7be09c8bd7d09fecc20/1612637085024/IMG_2049.JPEG https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/5f01ebaf79d2832e0a916f13/5f07f04da3709876128489b3/1612637085349/IMG_0263.JPEG https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/5f01ebaf79d2832e0a916f13/5f22f7bf562e4f61a7ca8b96/1612637085019/IMG_2048.JPEG https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/5f01ebaf79d2832e0a916f13/5f22f7d4632ec75014e76714/1612883871006/IMG_2063.JPEG"
"5f31f3f729ce6575cdda0bf4","96fc927b-efa9-49f2-b3b3-24b7be0e5f18","PHYSICAL","workshops","farmtour2","Farm Tour + Petite Bouquet Making (2 hours)","<p class="""" style=""white-space:pre-wrap;"">Schedule a two hour visit to the farm to see it in person and learn floral arranging basics and create a petite bouquet to take home!   Bring your friends!</p>","SQ3442684","","","","","","","","","","","","","60.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","Yes","https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/5f01ebaf79d2832e0a916f13/5f31f3f729ce6575cdda0c02/1612883928258/IMG_2049.JPEG https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/5f01ebaf79d2832e0a916f13/5f31f3f729ce6575cdda0bf6/1612883928261/IMG_1823.JPEG https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/5f01ebaf79d2832e0a916f13/5f31f3f729ce6575cdda0c0b/1597109753265/IMG_2055.JPEG https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/5f01ebaf79d2832e0a916f13/5f31f3f729ce6575cdda0c05/1612883928277/IMG_2050.JPEG https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/5f01ebaf79d2832e0a916f13/5f31f3f729ce6575cdda0bff/1612883928279/IMG_1930.JPEG https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/5f01ebaf79d2832e0a916f13/5f31f3f729ce6575cdda0c08/1612883928287/IMG_2051.JPEG https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/5f01ebaf79d2832e0a916f13/5f31f3f729ce6575cdda0c0e/1612883928299/IMG_2057.JPEG https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/5f01ebaf79d2832e0a916f13/5f31f3f729ce6575cdda0bfc/1612883928288/IMG_0263.JPEG https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/5f01ebaf79d2832e0a916f13/5f31f3f729ce6575cdda0c11/1612883928295/IMG_2063.JPEG https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/5f01ebaf79d2832e0a916f13/5f31f3f729ce6575cdda0bf9/1612883928661/IMG_2048.JPEG"
"5ec9f8fa6db96c35c65bea4f","447b48b6-7a0d-4d2a-af19-cf1a5a8919cb","PHYSICAL","mrfc","ama-gretl","Amaranth - Green Tails","<p>Amaranth - Green Tails | AMA-GRETL<br><hr><b>Forecast:</b> <br>This week: null <br>Next week: null <br>Future: null<br><i>10 stems per bunch</i><hr><br><br>Grower: null</p>","AMA-GRETL","","","","","","","","","","","","","10.00","0.00","No","0","","mrfc","0.0","0.0","0.0","0.0","Yes","https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/6006492b8a2b87460a34993a/5f0891f0bbb7fb12335f43fd/1612981318660/IMG_0797.JPEG https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/6006492b8a2b87460a34993a/5f0891efc33ad96b1c76ac3e/1612981318668/IMG_0817.JPEG https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/6006492b8a2b87460a34993a/5f0891f4c4fdba5c7bd424bf/1612981318671/IMG_0818.JPEG"
"5ec9f8fb6db96c35c65bea8c","d504deb2-9242-4b2a-9005-431e597fa003","PHYSICAL","mrfc","ama-hotbc","Amaranth - Hot Biscuits","<p>Amaranth - Hot Biscuits | AMA-HOTBC<br><hr><b>Forecast:</b> <br>This week: null <br>Next week: null <br>Future: null<br><i>10 stems per bunch</i><hr><br><br>Grower: null</p>","AMA-HOTBC","","","","","","","","","","","","","15.00","0.00","No","0","","mrfc","0.0","0.0","0.0","0.0","Yes","https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/6006492b8a2b87460a34993a/602423ae0ad9e718ea10cb16/1612981168566/hotbiscuits_amaranth.jpg"
"5ec9f8fb6db96c35c65beaa5","41eb6b77-adff-47b2-93b3-c05e4de67206","PHYSICAL","mrfc","amm-chocl","Ammi (False Queen Anne's Lace) - Chocolate Lace","<p>Ammi (False Queen Anne's Lace) - Chocolate Lace | AMM-CHOCL<br><hr><b>Forecast:</b> <br>This week: null <br>Next week: null <br>Future: null<br><i>10 stems per bunch</i><hr><br><br>Grower: null</p>","AMM-CHOCL","","","","","","","","","","","","","8.00","0.00","No","8","","mrfc","0.0","0.0","0.0","0.0","No","https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/6006492b8a2b87460a34993a/5f32059207e6ea452dc97dd0/1597113756651/IMG_2107.JPEG https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/6006492b8a2b87460a34993a/5f320587ab674a1da695a8d4/1597113744907/IMG_2108.JPEG https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/6006492b8a2b87460a34993a/5f2300b8cf623210c89b75a4/1597113719896/IMG_1731.JPEG"
"5ec9f8fc6db96c35c65beaee","09411ba1-c508-4ebc-a1e2-4447deb35d5d","PHYSICAL","mrfc","amm-grenm","Ammi (False Queen Anne's Lace) - Green Mist","<p>Ammi (False Queen Anne's Lace) - Green Mist | AMM-GRENM<br><hr><b>Forecast:</b> <br>This week: null <br>Next week: null <br>Future: null<br><i>10 stems per bunch</i><hr><br><br>Grower: null</p>","AMM-GRENM","","","","","","","","","","","","","8.00","0.00","No","0","","mrfc","0.0","0.0","0.0","0.0","Yes","https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/6006492b8a2b87460a34993a/5f2300def973f30d9bfddc0f/1596129512879/IMG_1819.JPEG https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/6006492b8a2b87460a34993a/5f07d994f9ea237b875fa32b/1616896903747/greenmist.jpg https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/6006492b8a2b87460a34993a/5f07d9a0c121d131615f4dca/1616896903748/01758_02_green_mist.jpg"
"5ec9f8fd6db96c35c65beb0c","6fcf6cd3-ad7e-4ea1-88f8-224aa3189088","PHYSICAL","mrfc","ane-bluwm","Anemone - White","<p>Anemone - White | ANE-WHITE<br><hr><b>Forecast:</b> <br>This week: null <br>Next week: null <br>Future: null<br><i>null stems per bunch</i><hr><br><br>Grower: null</p>","ANE-WHITE","","","","","","","","","","","","","12.00","0.00","No","0","","mrfc","0.0","0.0","0.0","0.0","Yes","https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/6006492b8a2b87460a34993a/602415deddd08574045a6a07/1612977633451/DeCaenWhite_Anemone.jpg"
"5ec9f8ff6db96c35c65bebc1","99da69ff-0f6f-4188-90ed-f2704b3e02cc","PHYSICAL","mrfc","ast-aprsm","Asters - Apricot Swirl Mix","<p>Asters - Apricot Swirl Mix  | AST-APRSM<br><hr><b>Forecast:</b> <br>This week: null <br>Next week: null <br>Future: null<br><i>null stems per bunch</i><hr><br><br>Grower: null</p>","AST-APRSM","","","","","","","","","","","","","8.00","0.00","No","0","","mrfc","0.0","0.0","0.0","0.0","No","https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/6006492b8a2b87460a34993a/5ec9f8ff6db96c35c65bebc3/1590294785891/comming-soon.png"
"5ec9f8ff6db96c35c65bebff","28bc57c2-7fbd-4bf8-8a14-a1dd4399a18f","PHYSICAL","mrfc","ast-chapr","Asters - Chamois Apricot","<p>Asters - Chamois Apricot | AST-CHAPR<br><hr><b>Forecast:</b> <br>This week: null <br>Next week: null <br>Future: null<br><i>null stems per bunch</i><hr><br><br>Grower: null</p>","AST-CHAPR","","","","","","","","","","","","","8.00","0.00","No","0","","mrfc","0.0","0.0","0.0","0.0","No","https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/6006492b8a2b87460a34993a/5ec9f8ff6db96c35c65bec00/1590294786575/comming-soon.png"
"5ec9f9006db96c35c65bec2a","8c18b935-9015-4d3b-aaf9-c79354be9356","PHYSICAL","mrfc","ast-harvi","Asters - Harlekin Violet","<p>Asters - Harlekin Violet | AST-HARVI<br><hr><b>Forecast:</b> <br>This week: null <br>Next week: null <br>Future: null<br><i>null stems per bunch</i><hr><br><br>Grower: null</p>","AST-HARVI","","","","","","","","","","","","","8.00","0.00","No","2","","mrfc","0.0","0.0","0.0","0.0","No","https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/6006492b8a2b87460a34993a/5f288954487e9f6a47683467/1596492119497/aster-chinski-pomponowy-fioletowy.jpg"
"5ec9f9006db96c35c65bec41","e684f777-10fc-43e8-9a1d-af253d3106b9","PHYSICAL","mrfc","ast-valpk","Asters - Valkyrie Pink","<p>Asters - Valkyrie Pink | AST-VALPK<br><hr><b>Forecast:</b> <br>This week: null <br>Next week: null <br>Future: null<br><i>null stems per bunch</i><hr><br><br>Grower: null</p>","AST-VALPK","","","","","","","","","","","","","8.00","0.00","No","0","","mrfc","0.0","0.0","0.0","0.0","No","https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/6006492b8a2b87460a34993a/5ec9f9006db96c35c65bec42/1590294787324/comming-soon.png"
"5ec9f9026db96c35c65becec","74524e4a-2254-4aa0-9e2e-d2141fa66c18","PHYSICAL","mrfc","cel-cocrf","Celosia - Coral Reef","<p>Celosia - Coral Reef | CEL-COCRF<br><hr><b>Forecast:</b> <br>This week: null <br>Next week: null <br>Future: null<br><i>null stems per bunch</i><hr><br><br>Grower: null</p>","CEL-COCRF","","","","","","","","","","","","","8.00","0.00","No","0","","mrfc","0.0","0.0","0.0","0.0","Yes","https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/6006492b8a2b87460a34993a/5f320711a5927e51157bcbc1/1597114282543/IMG_2735.JPEG https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/6006492b8a2b87460a34993a/5f07dc25ca644a4180553eb9/1597114282543/IMG_1113.JPEG https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/6006492b8a2b87460a34993a/5f07dc25ed80fa4741aadd06/1594351353543/IMG_1110.JPEG"
"5ec9f9036db96c35c65bed01","6b76d939-8eab-493a-95e4-393da1cf2c6b","PHYSICAL","mrfc","cel-pampl","Celosia - Pampas Plume","<p>Celosia - Pampas Plume | CEL-PAMPL<br><hr><b>Forecast:</b> <br>This week: null <br>Next week: null <br>Future: null<br><i>null stems per bunch</i><hr><br><br>Grower: null</p>","CEL-PAMPL","","","","","","","","","","","","","8.00","0.00","No","0","","mrfc","0.0","0.0","0.0","0.0","Yes","https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/6006492b8a2b87460a34993a/5f23020cab416503f65f82ff/1596129813008/IMG_1106.JPEG https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/6006492b8a2b87460a34993a/5f2302121df6b02a15a1c9f8/1596129816283/IMG_1105.JPEG https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/6006492b8a2b87460a34993a/5f23021f8fb7ee119dd93a70/1596129832343/IMG_1419.JPEG"
"5ec9f9036db96c35c65bed18","88bfd21a-4067-45fb-8704-460b1ad31c31","PHYSICAL","mrfc","cel-texss","Celosia - Texas Plume Summer Sherbert","<p>Celosia - Texas Plume Summer Sherbert | CEL-TEXSS<br><hr><b>Forecast:</b> <br>This week: null <br>Next week: null <br>Future: null<br><i>null stems per bunch</i><hr><br><br>Grower: null</p>","CEL-TEXSS","","","","","","","","","","","","","8.00","0.00","No","12","","mrfc","0.0","0.0","0.0","0.0","No","https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/6006492b8a2b87460a34993a/5f230246632ec75014e93a86/1596129869744/IMG_1108.JPEG https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/6006492b8a2b87460a34993a/5f2302595fe17a3fd31bc274/1596129895945/IMG_1427.JPEG https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/6006492b8a2b87460a34993a/5f2302605fe17a3fd31bc316/1596129897028/IMG_1426.JPEG"
"5ec9f9036db96c35c65bed1f","7bb4b847-1d2c-4d7c-a350-af45e537a914","PHYSICAL","mrfc","cos-april","Cosmos - Apricot Lemonade","<p>Cosmos - Apricot Lemonade | COS-APRIL<br><hr><b>Forecast:</b> <br>This week: null <br>Next week: null <br>Future: null<br><i>null stems per bunch</i><hr><br><br>Grower: null</p>","COS-APRIL","","","","","","","","","","","","","8.00","0.00","No","2","","mrfc","0.0","0.0","0.0","0.0","No","https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/6006492b8a2b87460a34993a/5ec9f9036db96c35c65bed20/1590294790116/comming-soon.png https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/6006492b8a2b87460a34993a/5f3204424096ca24e415a898/1597113417136/IMG_2976.JPEG https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/6006492b8a2b87460a34993a/5f320457ab1a6866e4ac8c4e/1597113433699/aprlem.jpg"
"5ec9f9046db96c35c65bed34","cea7bc51-6abc-49b7-9d05-d32baecc0dad","PHYSICAL","mrfc","cos-cupbl","Cosmos - Cupcake Blush","<p>Cosmos - Cupcake Blush | COS-CUPBL<br><hr><b>Forecast:</b> <br>This week: null <br>Next week: null <br>Future: null<br><i>10 stems per bunch</i><hr><br><br>Grower: null</p>","COS-CUPBL","","","","","","","","","","","","","8.00","0.00","No","0","","mrfc","0.0","0.0","0.0","0.0","Yes","https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/6006492b8a2b87460a34993a/5f31fd7ea5927e51157a70e8/1597111686052/IMG_2128.JPEG https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/6006492b8a2b87460a34993a/5f31fd8480f3aa45df7235f5/1597111692914/IMG_2138.JPEG https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/6006492b8a2b87460a34993a/5f31fd8aac15fc27e027a937/1597111697982/IMG_2139.JPEG"
"5ec9f9046db96c35c65bed5f","742f5583-5aaf-4ba9-9cbb-b058b11a7267","PHYSICAL","mrfc","cos-cupcw","Cosmos - Cupcake White","<p>Cosmos - Cupcake White  | COS-CUPCW<br><hr><b>Forecast:</b> <br>This week: null <br>Next week: null <br>Future: null<br><i>null stems per bunch</i><hr><br><br>Grower: null</p>","COS-CUPCW","","","","","","","","","","","","","8.00","0.00","No","3","","mrfc","0.0","0.0","0.0","0.0","No","https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/6006492b8a2b87460a34993a/5f31fd2eec1a8c6d00dbdd4b/1597111605020/IMG_2143.JPEG"
"5ec9f9056db96c35c65bed74","d860e9bc-0ad7-486a-9c24-8e2d143d0310","PHYSICAL","mrfc","cos-dblcc","Cosmos - Double Click Cranberries","<p>Cosmos - Double Click Cranberries | COS-DBLCC<br><hr><b>Forecast:</b> <br>This week: null <br>Next week: null <br>Future: null<br><i>null stems per bunch</i><hr><br><br>Grower: null</p>","COS-DBLCC","","","","","","","","","","","","","8.00","0.00","No","1","","mrfc","0.0","0.0","0.0","0.0","No","https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/6006492b8a2b87460a34993a/5f32aecd0170af0ea3555e7e/1597157078762/IMG_2743.jpeg"
"5ec9f9056db96c35c65bed8f","cbdf8cb4-a0a4-4daa-9a79-00a4dbd479c7","PHYSICAL","mrfc","cos-dblcm","Cosmos - Double Click Mix","<p>Cosmos - Double Click Mix | COS-DBLCM<br><hr><b>Forecast:</b> <br>This week: null <br>Next week: null <br>Future: null<br><i>10 stems per bunch</i><hr><br><br>Grower: null</p>","COS-DBLCM","","","","","","","","","","","","","8.00","0.00","No","0","","mrfc","0.0","0.0","0.0","0.0","Yes","https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/6006492b8a2b87460a34993a/60241b07ddd08574045b17c9/1612979027155/double+click+mix+2021+js.jpg"
"5ec9f9066db96c35c65beda9","d03fdd72-5cbe-4341-8b6a-4a0bafbb936c","PHYSICAL","mrfc","cos-dblcr","Cosmos - Double Click Bicolor Rose","<p>Cosmos - Double Click Bicolor Rose | COS-DBLCR<br><hr><b>Forecast:</b> <br>This week: null <br>Next week: null <br>Future: null<br><i>null stems per bunch</i><hr><br><br>Grower: null</p>","COS-DBLCR","","","","","","","","","","","","","8.00","0.00","No","3","","mrfc","0.0","0.0","0.0","0.0","No","https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/6006492b8a2b87460a34993a/5f32034d11f8b537841775c7/1597113235798/IMG_2743.jpeg"
"5ec9f9066db96c35c65bedac","38a93b5c-f6d8-44d2-abf6-f1778de4123a","PHYSICAL","mrfc","cos-dblcs","Cosmos - Double Click Snow Puff","<p>Cosmos - Double Click Snow Puff | COS-DBLCS<br><hr><b>Forecast:</b> <br>This week: null <br>Next week: null <br>Future: null<br><i>10 stems per bunch</i><hr><br><br>Grower: null</p>","COS-DBLCS","","","","","","","","","","","","","8.00","0.00","No","0","","mrfc","0.0","0.0","0.0","0.0","Yes","https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/6006492b8a2b87460a34993a/5f31fabcbec49413e0a4342c/1612978431719/dblclickwhite.jpg"
"5ec9f9066db96c35c65bedc0","f93cba94-3b91-463a-b4e4-36b6ca415d50","PHYSICAL","mrfc","cos-rudbn","Cosmos - Rubenza","<p>Cosmos - Rubenza | COS-RUDBN<br><hr><b>Forecast:</b> <br>This week: null <br>Next week: null <br>Future: null<br><i>10 stems per bunch</i><hr><br><br>Grower: null</p>","COS-RUDBN","","","","","","","","","","","","","8.00","0.00","No","0","","mrfc","0.0","0.0","0.0","0.0","Yes","https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/6006492b8a2b87460a34993a/5f22fe4e5415b9728ee930dd/1596128853159/IMG_1430.JPEG https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/6006492b8a2b87460a34993a/5f22ff251df6b02a15a1435b/1597462139381/IMG_1923.jpeg https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/6006492b8a2b87460a34993a/5f22ff2dcf623210c89b34d0/1596129075586/IMG_1547.jpeg https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/6006492b8a2b87460a34993a/5f22ff325b6e622643bfecf7/1596129083512/IMG_1620.jpeg"
"5ec9f9076db96c35c65bedf0","24891d75-52ac-4d6e-a8b6-7e260cef9f78","PHYSICAL","mrfc","cos-seasm","Cosmos - Seashells Mix","<p>Cosmos - Seashells Mix | COS-SEASM<br><hr><b>Forecast:</b> <br>This week: null <br>Next week: null <br>Future: null<br><i>null stems per bunch</i><hr><br><br>Grower: null</p>","COS-SEASM","","","","","","","","","","","","","8.00","0.00","No","5","","mrfc","0.0","0.0","0.0","0.0","No","https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/6006492b8a2b87460a34993a/5f32019ba74f5b519cb0f7be/1597112737819/IMG_2155.JPEG https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/6006492b8a2b87460a34993a/5f3201b0a5927e51157b0e50/1597462166195/cosmos-seashell-49d0907d645358fc69bb2d9b6ae67fde.jpg"
"5ec9f9096db96c35c65bee4b","f3c199cf-c28a-4783-8f9a-b9c6ae7e9ac1","PHYSICAL","mrfc","dah-blasa","Dahlias - Black Satin","<p>Dahlias - Black Satin  | DAH-BLASA<br><hr><b>Forecast:</b> <br>This week: null <br>Next week: null <br>Future: null<br><i>null stems per bunch</i><hr><br><br>Grower: null</p>","DAH-BLASA","","","","","","","","","","","","","16.00","0.00","No","0","","mrfc","0.0","0.0","0.0","0.0","No","https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/6006492b8a2b87460a34993a/5ec9f9096db96c35c65bee4c/1590294795596/comming-soon.png"
"5ec9f9096db96c35c65bee76","c5690bea-f479-47cf-90a0-f47108984f73","PHYSICAL","mrfc","dah-boowh","Dahlias - BoomBoom White (Med 6”)","<p>Dahlias - BoomBoom White (Med 6”) | DAH-BOOWH<br><hr><b>Forecast:</b> <br>This week: null <br>Next week: null <br>Future: null<br><i>null stems per bunch</i><hr><br><br>Grower: null</p>","DAH-BOOWH","","","","","","","","","","","","","20.00","0.00","No","0","","mrfc","0.0","0.0","0.0","0.0","No","https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/6006492b8a2b87460a34993a/5ec9f9096db96c35c65bee77/1590294797011/comming-soon.png"
"5ec9f90a6db96c35c65bee8c","3e7c6dba-25b1-4af0-804e-ef23a13ed5fc","PHYSICAL","mrfc","dah-cafea","Dahlias - Café Au Lait (XL)","<p>Dahlias - Café Au Lait (XL) | DAH-CAFEA<br><hr><b>Forecast:</b> <br>This week: null <br>Next week: null <br>Future: null<br><i>null stems per bunch</i><hr><br><br>Grower: null</p>","DAH-CAFEA","","","","","","","","","","","","","5.00","0.00","No","0","","mrfc","0.0","0.0","0.0","0.0","No","https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/6006492b8a2b87460a34993a/5ec9f90a6db96c35c65bee8d/1590294796593/comming-soon.png"
"5ec9f90a6db96c35c65beeb7","6cae8bd3-37f1-43bd-b928-c53e4062f7ab","PHYSICAL","mrfc","dah-connc","Dahlias - Conn.Coral (Med)","<p>Dahlias - Conn.Coral (Med) | DAH-CONNC<br><hr><b>Forecast:</b> <br>This week: null <br>Next week: null <br>Future: null<br><i>null stems per bunch</i><hr><br><br>Grower: null</p>","DAH-CONNC","","","","","","","","","","","","","20.00","0.00","No","0","","mrfc","0.0","0.0","0.0","0.0","No","https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/6006492b8a2b87460a34993a/5ec9f90a6db96c35c65beeb8/1590294796871/comming-soon.png"
"5ec9f90a6db96c35c65beecc","121a9044-29cd-4c02-a7ae-6ae902ad4c60","PHYSICAL","mrfc","dah-cornl","Dahlias - Cornel (Sm 4”)","<p>Dahlias - Cornel (Sm 4”) | DAH-CORNL<br><hr><b>Forecast:</b> <br>This week: null <br>Next week: null <br>Future: null<br><i>null stems per bunch</i><hr><br><br>Grower: null</p>","DAH-CORNL","","","","","","","","","","","","","16.00","0.00","No","0","","mrfc","0.0","0.0","0.0","0.0","No","https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/6006492b8a2b87460a34993a/5ec9f90a6db96c35c65beecd/1590294797587/comming-soon.png"
"5ec9f90b6db96c35c65beef1","f244dc10-dfe8-43a1-8dcd-a5bb2f9463fc","PHYSICAL","mrfc","dah-dorth","Dahlias - Dorothy (Sm)","<p>Dahlias - Dorothy (Sm) | DAH-DORTH<br><hr><b>Forecast:</b> <br>This week: null <br>Next week: null <br>Future: null<br><i>null stems per bunch</i><hr><br><br>Grower: null</p>","DAH-DORTH","","","","","","","","","","","","","16.00","0.00","No","0","","mrfc","0.0","0.0","0.0","0.0","No","https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/6006492b8a2b87460a34993a/5ec9f90b6db96c35c65beef2/1590294797895/comming-soon.png"
"5ec9f90b6db96c35c65bef30","cbaad258-076f-40f4-8fcb-8099c64e7d0e","PHYSICAL","mrfc","dah-eyeop","Dahlias - Eye Opener Blend","<p>Dahlias - Eye Opener Blend | DAH-EYEOP<br><hr><b>Forecast:</b> <br>This week: null <br>Next week: null <br>Future: null<br><i>null stems per bunch</i><hr><br><br>Grower: null</p>","DAH-EYEOP","","","","","","","","","","","","","16.00","0.00","No","0","","mrfc","0.0","0.0","0.0","0.0","No","https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/6006492b8a2b87460a34993a/5ec9f90b6db96c35c65bef31/1590294798611/comming-soon.png"
"5ec9f90c6db96c35c65bef46","8f917a5e-58fd-483e-bae1-e49217f82c11","PHYSICAL","mrfc","dah-frakf","Dahlias - Franz Kafka (Sm 2-3”)","<p>Dahlias - Franz Kafka (Sm 2-3”) | DAH-FRAKF<br><hr><b>Forecast:</b> <br>This week: null <br>Next week: null <br>Future: null<br><i>null stems per bunch</i><hr><br><br>Grower: null</p>","DAH-FRAKF","","","","","","","","","","","","","16.00","0.00","No","0","","mrfc","0.0","0.0","0.0","0.0","No","https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/6006492b8a2b87460a34993a/5ec9f90c6db96c35c65bef47/1590294798950/comming-soon.png"
