"Product ID [Non Editable]","Variant ID [Non Editable]","Product Type [Non Editable]","Product Page","Product URL","Title","Description","SKU","Option Name 1","Option Value 1","Option Name 2","Option Value 2","Option Name 3","Option Value 3","Price","Sale Price","On Sale","Stock","Categories","Tags","Weight","Length","Width","Height","Visible","Hosted Image URLs"
"5ec9f9036db96c35c65bed01","6b76d939-8eab-493a-95e4-393da1cf2c6b","PHYSICAL","shop","cel-pampl","Celosia - Pampas Plume","<p>Celosia - Pampas Plume  | CEL-PAMPL <br><hr><b>Forecast:</b><br>This week: 13 Bunches / Next week: 13 Bunches / Future: 13 Bunches<br> 10 stems per bunch<br></p>","CEL-PAMPL","","","","","","","8.00","0.00","No","12","Celosia","","0.0","0.0","0.0","0.0","Yes","https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/5e5f15b7a529995b94e386a7/5f23020cab416503f65f82ff/1596129813008/IMG_1106.JPEG https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/5e5f15b7a529995b94e386a7/5f2302121df6b02a15a1c9f8/1596129816283/IMG_1105.JPEG https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/5e5f15b7a529995b94e386a7/5f23021f8fb7ee119dd93a70/1596129832343/IMG_1419.JPEG"
"5ec9f9036db96c35c65bed18","88bfd21a-4067-45fb-8704-460b1ad31c31","PHYSICAL","shop","cel-texss","Celosia - Texas Plume SumShr","<p>Celosia - Texas Plume SumShr  | CEL-TEXSS <br><hr><b>Forecast:</b><br>This week: 13 Bunches / Next week: 13 Bunches / Future: 13 Bunches<br> 10 stems per bunch<br></p>","CEL-TEXSS","","","","","","","8.00","0.00","No","12","Celosia","","0.0","0.0","0.0","0.0","Yes","https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/5e5f15b7a529995b94e386a7/5f230246632ec75014e93a86/1596129869744/IMG_1108.JPEG https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/5e5f15b7a529995b94e386a7/5f2302595fe17a3fd31bc274/1596129895945/IMG_1427.JPEG https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/5e5f15b7a529995b94e386a7/5f2302605fe17a3fd31bc316/1596129897028/IMG_1426.JPEG"
"5ec9f9036db96c35c65bed1f","7bb4b847-1d2c-4d7c-a350-af45e537a914","PHYSICAL","shop","cos-april","Cosmos - Apricot Lemonade","<p>Cosmos - Apricot Lemonade  | COS-APRIL <br><hr><b>Forecast:</b><br>This week: 1 Bunch / Next week: 2 Bunches / Future: 2 Bunches<br> 10 stems per bunch<br></p>","COS-APRIL","","","","","","","8.00","0.00","No","0","Cosmos","","0.0","0.0","0.0","0.0","No","https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/5e5f15b7a529995b94e386a7/5ec9f9036db96c35c65bed20/1590294790116/comming-soon.png"
"5ec9f9046db96c35c65bed34","cea7bc51-6abc-49b7-9d05-d32baecc0dad","PHYSICAL","shop","cos-cupbl","Cosmos - Cupcake Blush","<p>Cosmos - Cupcake Blush  | COS-CUPBL <br><hr><b>Forecast:</b><br>This week: 1 Bunch / Next week: 2 Bunches / Future: 2 Bunches<br> 10 stems per bunch<br></p>","COS-CUPBL","","","","","","","8.00","0.00","No","3","Cosmos","","0.0","0.0","0.0","0.0","Yes","https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/5e5f15b7a529995b94e386a7/5f31fd7ea5927e51157a70e8/1597111686052/IMG_2128.JPEG https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/5e5f15b7a529995b94e386a7/5f31fd8480f3aa45df7235f5/1597111692914/IMG_2138.JPEG https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/5e5f15b7a529995b94e386a7/5f31fd8aac15fc27e027a937/1597111697982/IMG_2139.JPEG"
"5ec9f9046db96c35c65bed5f","742f5583-5aaf-4ba9-9cbb-b058b11a7267","PHYSICAL","shop","cos-cupcw","Cosmos - Cupcake White","<p>Cosmos - Cupcake White  | COS-CUPCW <br><hr><b>Forecast:</b><br>This week: 1 Bunch / Next week: 2 Bunches / Future: 2 Bunches<br> 10 stems per bunch<br></p>","COS-CUPCW","","","","","","","8.00","0.00","No","3","Cosmos","","0.0","0.0","0.0","0.0","Yes","https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/5e5f15b7a529995b94e386a7/5f31fd2eec1a8c6d00dbdd4b/1597111605020/IMG_2143.JPEG"
"5ec9f9056db96c35c65bed74","d860e9bc-0ad7-486a-9c24-8e2d143d0310","PHYSICAL","shop","cos-dblcc","Cosmos - Dbl Click Cberries","<p>Cosmos - Dbl Click Cberries  | COS-DBLCC <br><hr><b>Forecast:</b><br>This week: null / Next week: 1 Bunch / Future: 2 Bunches<br> 10 stems per bunch<br></p>","COS-DBLCC","","","","","","","8.00","0.00","No","0","Cosmos","","0.0","0.0","0.0","0.0","No","https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/5e5f15b7a529995b94e386a7/5ec9f9056db96c35c65bed75/1590294792028/comming-soon.png"
"5ec9f9056db96c35c65bed8f","cbdf8cb4-a0a4-4daa-9a79-00a4dbd479c7","PHYSICAL","shop","cos-dblcm","Cosmos - Double Click Mix","<p>Cosmos - Double Click Mix  | COS-DBLCM <br><hr><b>Forecast:</b><br>This week: null / Next week: null / Future: null<br> 10 stems per bunch<br></p>","COS-DBLCM","","","","","","","8.00","0.00","No","0","Cosmos","","0.0","0.0","0.0","0.0","No","https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/5e5f15b7a529995b94e386a7/5ec9f9056db96c35c65bed90/1590294792249/comming-soon.png"
"5ec9f9066db96c35c65beda9","d03fdd72-5cbe-4341-8b6a-4a0bafbb936c","PHYSICAL","shop","cos-dblcr","Cosmos - Dbl Click Bi Rose","<p>Cosmos - Dbl Click Bi Rose  | COS-DBLCR <br><hr><b>Forecast:</b><br>This week: null / Next week: null / Future: null<br> 10 stems per bunch<br></p>","COS-DBLCR","","","","","","","8.00","0.00","No","3","Cosmos","","0.0","0.0","0.0","0.0","No","https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/5e5f15b7a529995b94e386a7/5f32034d11f8b537841775c7/1597113172017/IMG_2743.jpeg"
"5ec9f9066db96c35c65bedac","38a93b5c-f6d8-44d2-abf6-f1778de4123a","PHYSICAL","shop","cos-dblcs","Cosmos - Dbl Click Snow Puff","<p>Cosmos - Dbl Click Snow Puff | COS-DBLCS <br><hr><b>Forecast:</b><br>This week: null / Next week: null / Future: null<br> 10 stems per bunch<br></p>","COS-DBLCS","","","","","","","8.00","0.00","No","3","Cosmos","","0.0","0.0","0.0","0.0","Yes","https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/5e5f15b7a529995b94e386a7/5f31fabcbec49413e0a4342c/1597110976142/dblclickwhite.jpg"
"5ec9f9066db96c35c65bedc0","f93cba94-3b91-463a-b4e4-36b6ca415d50","PHYSICAL","shop","cos-rudbn","Cosmos - Rubenza","<p>Cosmos - Rubenza  | COS-RUDBN <br><hr><b>Forecast:</b><br>This week: 5 Bunches / Next week: 5 Bunches / Future: 5 Bunches<br> 10 stems per bunch<br></p>","COS-RUDBN","","","","","","","8.00","0.00","No","8","Cosmos","","0.0","0.0","0.0","0.0","Yes","https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/5e5f15b7a529995b94e386a7/5f22fe4e5415b9728ee930dd/1596128853159/IMG_1430.JPEG https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/5e5f15b7a529995b94e386a7/5f22ff251df6b02a15a1435b/1596129072976/IMG_1923.jpeg https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/5e5f15b7a529995b94e386a7/5f22ff2dcf623210c89b34d0/1596129075586/IMG_1547.jpeg https://static1.squarespace.com/static/5e5f1040454b0c706b3eafe0/5e5f15b7a529995b94e386a7/5f22ff325b6e622643bfecf7/1596129083512/IMG_1620.jpeg"
